ref_area.label,indicator.label,source.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Italy,Employment by sex and economic activity (thousands),LFS - Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,1981,20725,,,,Age coverage - minimum age: 14 years old
Italy,Employment by sex and economic activity (thousands),LFS - Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,1981,2732,,,,Age coverage - minimum age: 14 years old
Italy,Employment by sex and economic activity (thousands),LFS - Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,1981,20725,,,,Age coverage - minimum age: 14 years old
Netherlands,Employment by sex and economic activity (thousands),LFS - Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,1981,271.3,,,Break in series: Other or unspecified type of break,Population coverage: Including armed forces and/or conscripts
Netherlands,Employment by sex and economic activity (thousands),LFS - Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,1981,5107.9,,,Break in series: Other or unspecified type of break,Population coverage: Including armed forces and/or conscripts
Netherlands,Employment by sex and economic activity (thousands),LFS - Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,1981,271.3,,,Break in series: Other or unspecified type of break,Population coverage: Including armed forces and/or conscripts
Netherlands,Employment by sex and economic activity (thousands),LFS - Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,1981,5107.9,,,Break in series: Other or unspecified type of break,Population coverage: Including armed forces and/or conscripts
Portugal,Employment by sex and economic activity (thousands),LFS - Inquérito ao Emprego,Sex: Total,Economic activity (Aggregate): Agriculture,1981,1028,,,,Data reference period: Second semester | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Portugal,Employment by sex and economic activity (thousands),LFS - Inquérito ao Emprego,Sex: Total,Economic activity (Aggregate): Total,1981,3943,,,,Data reference period: Second semester | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Portugal,Employment by sex and economic activity (thousands),LFS - Inquérito ao Emprego,Sex: Total,Economic activity (Broad sector): Agriculture,1981,1028,,,,Data reference period: Second semester | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Portugal,Employment by sex and economic activity (thousands),LFS - Inquérito ao Emprego,Sex: Total,Economic activity (Broad sector): Total,1981,3943,,,,Data reference period: Second semester | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Spain,Employment by sex and economic activity (thousands),LFS - Encuesta de Población Activa,Sex: Total,Economic activity (Aggregate): Agriculture,1981,2106.8,,,,Data reference period: Fourth quarter | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 74 years old
Spain,Employment by sex and economic activity (thousands),LFS - Encuesta de Población Activa,Sex: Total,Economic activity (Aggregate): Total,1981,11230.5,,,,Data reference period: Fourth quarter | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 74 years old
Spain,Employment by sex and economic activity (thousands),LFS - Encuesta de Población Activa,Sex: Total,Economic activity (Broad sector): Agriculture,1981,2106.8,,,,Data reference period: Fourth quarter | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 74 years old
Spain,Employment by sex and economic activity (thousands),LFS - Encuesta de Población Activa,Sex: Total,Economic activity (Broad sector): Total,1981,11230.5,,,,Data reference period: Fourth quarter | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 74 years old
Sweden,Employment by sex and economic activity (thousands),LFS - Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,1981,237,,,,Population coverage: Including armed forces and/or conscripts | Reference group coverage: Nonstandard coverage of employed and/or unemployed persons | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 74 years old
Sweden,Employment by sex and economic activity (thousands),LFS - Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,1981,4225,,,,Population coverage: Including armed forces and/or conscripts | Reference group coverage: Nonstandard coverage of employed and/or unemployed persons | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 74 years old
Sweden,Employment by sex and economic activity (thousands),LFS - Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,1981,237,,,,Population coverage: Including armed forces and/or conscripts | Reference group coverage: Nonstandard coverage of employed and/or unemployed persons | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 74 years old
Sweden,Employment by sex and economic activity (thousands),LFS - Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,1981,4225,,,,Population coverage: Including armed forces and/or conscripts | Reference group coverage: Nonstandard coverage of employed and/or unemployed persons | Age coverage - minimum age: 16 years old | Age coverage - maximum age: 74 years old
United Kingdom,Employment by sex and economic activity (thousands),OE - Official Estimates,Sex: Total,Economic activity (Aggregate): Agriculture,1981,639,,,,Data reference period: June | Age coverage - minimum age: 16 years old
United Kingdom,Employment by sex and economic activity (thousands),OE - Official Estimates,Sex: Total,Economic activity (Aggregate): Total,1981,24345,,,,Data reference period: June | Age coverage - minimum age: 16 years old
United Kingdom,Employment by sex and economic activity (thousands),OE - Official Estimates,Sex: Total,Economic activity (Broad sector): Agriculture,1981,639,,,,Data reference period: June | Age coverage - minimum age: 16 years old
United Kingdom,Employment by sex and economic activity (thousands),OE - Official Estimates,Sex: Total,Economic activity (Broad sector): Total,1981,24345,,,,Data reference period: June | Age coverage - minimum age: 16 years old
Belgium,Employment by sex and economic activity (thousands),OE - Estimations Officielles,Sex: Total,Economic activity (Aggregate): Agriculture,1982,111.4,,,,Data reference period: June | Population coverage: Including armed forces and/or conscripts
Belgium,Employment by sex and economic activity (thousands),OE - Estimations Officielles,Sex: Total,Economic activity (Aggregate): Total,1982,3583,,,,Data reference period: June | Population coverage: Including armed forces and/or conscripts
Belgium,Employment by sex and economic activity (thousands),OE - Estimations Officielles,Sex: Total,Economic activity (Broad sector): Agriculture,1982,111.4,,,,Data reference period: June | Population coverage: Including armed forces and/or conscripts
Belgium,Employment by sex and economic activity (thousands),OE - Estimations Officielles,Sex: Total,Economic activity (Broad sector): Total,1982,3583,,,,Data reference period: June | Population coverage: Including armed forces and/or conscripts
Bulgaria,Employment by sex and economic activity (thousands),OE - Official Estimates,Sex: Total,Economic activity (Aggregate): Agriculture,1982,1018.4,,Nonstandard economic activity: Including veterinary services,,Population coverage: Excluding armed forces and/or conscripts
Bulgaria,Employment by sex and economic activity (thousands),OE - Official Estimates,Sex: Total,Economic activity (Aggregate): Total,1982,4452.4,,,,Population coverage: Excluding armed forces and/or conscripts
Bulgaria,Employment by sex and economic activity (thousands),OE - Official Estimates,Sex: Total,Economic activity (Broad sector): Agriculture,1982,1018.4,,Nonstandard economic activity: Including veterinary services,,Population coverage: Excluding armed forces and/or conscripts
Bulgaria,Employment by sex and economic activity (thousands),OE - Official Estimates,Sex: Total,Economic activity (Broad sector): Total,1982,4452.4,,,,Population coverage: Excluding armed forces and/or conscripts
Cyprus,Employment by sex and economic activity (thousands),OE - Estimates based on Employment-related Surveys,Sex: Total,Economic activity (Aggregate): Agriculture,1982,36.3,,,,Population coverage: Excluding armed forces and/or conscripts
Cyprus,Employment by sex and economic activity (thousands),OE - Estimates based on Employment-related Surveys,Sex: Total,Economic activity (Aggregate): Total,1982,201.6,,,,Population coverage: Excluding armed forces and/or conscripts
Cyprus,Employment by sex and economic activity (thousands),OE - Estimates based on Employment-related Surveys,Sex: Total,Economic activity (Broad sector): Agriculture,1982,36.3,,,,Population coverage: Excluding armed forces and/or conscripts
Cyprus,Employment by sex and economic activity (thousands),OE - Estimates based on Employment-related Surveys,Sex: Total,Economic activity (Broad sector): Total,1982,201.6,,,,Population coverage: Excluding armed forces and/or conscripts
Finland,Employment by sex and economic activity (thousands),LFS - Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,1982,312,,,,Population coverage: Including armed forces and/or conscripts | Age coverage - maximum age: 74 years old
